指标,2025年9月1日,2025年8月1日,2025年7月1日,2025年6月1日,2025年5月1日,2025年4月1日,2025年3月1日,2025年2月1日,2025年1月1日,2024年12月1日,2024年11月1日,2024年10月1日,2024年9月1日,2024年8月1日,2024年7月1日,2024年6月1日,2024年5月1日,2024年4月1日,2024年3月1日,2024年2月1日,2024年1月1日,2023年12月1日,2023年11月1日,2023年10月1日,2023年9月1日,2023年8月1日,2023年7月1日,2023年6月1日,2023年5月1日,2023年4月1日,2023年3月1日,2023年2月1日,2023年1月1日,2022年12月1日,2022年11月1日,2022年10月1日,2022年9月1日,2022年8月1日,2022年7月1日,2022年6月1日,2022年5月1日,2022年4月1日,2022年3月1日,2022年2月1日,2022年1月1日,2021年12月1日,2021年11月1日,2021年10月1日,2021年9月1日,2021年8月1日,2021年7月1日,2021年6月1日,2021年5月1日,2021年4月1日,2021年3月1日,2021年2月1日,2021年1月1日
居民消费价格指数(上年同月=100),99.7,99.6,100,100.1,99.9,99.9,99.9,99.3,100.5,100.1,100.2,100.3,100.4,100.6,100.5,100.2,100.3,100.3,100.1,100.7,99.2,99.7,99.5,99.8,100,100.1,99.7,100,100.2,100.1,100.7,101,102.1,101.8,101.6,102.1,102.8,102.5,102.7,102.5,102.1,102.1,101.5,100.9,100.9,101.5,102.3,101.5,100.7,100.8,101,101.1,101.3,100.9,100.4,99.8,99.7
